 12Z 23 Dec 2017  51.13   28.13
 00Z 24 Dec 2017  0.00   15.76
 12Z 24 Dec 2017  0.00   7.96
 00Z 25 Dec 2017  0.00   17.08
 12Z 25 Dec 2017  0.00   22.32
 00Z 26 Dec 2017  259.97   27.06
 12Z 26 Dec 2017  0.00   22.54
 00Z 27 Dec 2017  430.20   36.71
 12Z 27 Dec 2017  58.52   27.24
 00Z 28 Dec 2017  0.00   25.23
 12Z 28 Dec 2017  430.21   22.65
 00Z 29 Dec 2017  8.83   28.62
 12Z 29 Dec 2017  348.14   29.07
 00Z 30 Dec 2017  0.00   26.63
 12Z 30 Dec 2017  0.00   26.58
 00Z 31 Dec 2017  0.00   44.52
 12Z 31 Dec 2017  0.00   30.28
